Date,Close
7/14/2014 16:00:00,41.78
7/15/2014 16:00:00,41.02
7/16/2014 16:00:00,41.54
7/17/2014 16:00:00,41.25
7/18/2014 16:00:00,42.83
7/21/2014 16:00:00,42.85
7/22/2014 16:00:00,44.09
7/23/2014 16:00:00,44.72
7/24/2014 16:00:00,46.1
7/25/2014 16:00:00,45.68
7/28/2014 16:00:00,46.08
7/29/2014 16:00:00,43.43
7/30/2014 16:00:00,43.14
7/31/2014 16:00:00,41.97
8/1/2014 16:00:00,41.22
8/4/2014 16:00:00,41.69
8/5/2014 16:00:00,41.33
8/6/2014 16:00:00,41.5
8/7/2014 16:00:00,40.87
8/8/2014 16:00:00,40.7
8/11/2014 16:00:00,41.64
8/12/2014 16:00:00,40.93
8/13/2014 16:00:00,41.34
8/14/2014 16:00:00,41.83
8/15/2014 16:00:00,39.64
8/18/2014 16:00:00,40.65
8/19/2014 16:00:00,40.88
8/20/2014 16:00:00,41.33
8/21/2014 16:00:00,40.49
8/22/2014 16:00:00,42.9
8/25/2014 16:00:00,42.41
8/26/2014 16:00:00,42.77
8/27/2014 16:00:00,42.99
8/28/2014 16:00:00,43.17
8/29/2014 16:00:00,42.2
9/2/2014 16:00:00,43.75
9/3/2014 16:00:00,43.53
9/4/2014 16:00:00,44.44
9/5/2014 16:00:00,45.24
9/8/2014 16:00:00,44.28
9/9/2014 16:00:00,43.16
9/10/2014 16:00:00,43.14
9/11/2014 16:00:00,43.96
9/12/2014 16:00:00,43.61
9/15/2014 16:00:00,43.51
9/16/2014 16:00:00,44.85
9/17/2014 16:00:00,44.02
9/18/2014 16:00:00,44.23
9/19/2014 16:00:00,43.38
9/22/2014 16:00:00,43.38
9/23/2014 16:00:00,42.38
9/24/2014 16:00:00,43.17
9/25/2014 16:00:00,42.06
9/26/2014 16:00:00,42.04
9/29/2014 16:00:00,42.06
9/30/2014 16:00:00,41.2
10/1/2014 16:00:00,40.38
10/2/2014 16:00:00,40.88
10/3/2014 16:00:00,40.46
10/6/2014 16:00:00,39.56
10/7/2014 16:00:00,39.01
10/8/2014 16:00:00,39.64
10/9/2014 16:00:00,38.3
10/10/2014 16:00:00,38.31
10/13/2014 16:00:00,37.2
10/14/2014 16:00:00,37.2
10/15/2014 16:00:00,38.46
10/16/2014 16:00:00,39.23
10/17/2014 16:00:00,39.86
10/20/2014 16:00:00,40.66
10/21/2014 16:00:00,40.71
10/22/2014 16:00:00,40.6
10/23/2014 16:00:00,41.26
10/24/2014 16:00:00,42.03
10/27/2014 16:00:00,41.81
10/28/2014 16:00:00,41.03
10/29/2014 16:00:00,41.53
10/30/2014 16:00:00,42.08
10/31/2014 16:00:00,42.76
11/3/2014 16:00:00,42.71
11/4/2014 16:00:00,42.73
11/5/2014 16:00:00,43.04
11/6/2014 16:00:00,44.73
11/7/2014 16:00:00,43.69
11/10/2014 16:00:00,42.74
11/11/2014 16:00:00,42.5
11/12/2014 16:00:00,43.41
11/13/2014 16:00:00,44.46
11/14/2014 16:00:00,44.4
11/17/2014 16:00:00,44.1
11/18/2014 16:00:00,44.02
11/19/2014 16:00:00,43.61
11/20/2014 16:00:00,43.87
11/21/2014 16:00:00,37.86
11/24/2014 16:00:00,37.76
11/25/2014 16:00:00,37.4
11/26/2014 16:00:00,37.2
11/28/2014 16:00:00,37.81
12/1/2014 16:00:00,35.83
12/2/2014 16:00:00,35.54
12/3/2014 16:00:00,36.61
12/4/2014 16:00:00,37.07
12/5/2014 16:00:00,37.42
12/8/2014 16:00:00,35.19
12/9/2014 16:00:00,35.57
12/10/2014 16:00:00,33.33
12/11/2014 16:00:00,33.91
12/12/2014 16:00:00,32.3
12/15/2014 16:00:00,32.93
12/16/2014 16:00:00,31.92
12/17/2014 16:00:00,32.69
12/18/2014 16:00:00,33.1
12/19/2014 16:00:00,34.5
12/22/2014 16:00:00,34.12
12/23/2014 16:00:00,34.63
12/24/2014 16:00:00,33.39
12/26/2014 16:00:00,33.65
12/29/2014 16:00:00,33.65
12/30/2014 16:00:00,33.83
12/31/2014 16:00:00,33.8
1/2/2015 16:00:00,33.8
1/5/2015 16:00:00,34.72
1/6/2015 16:00:00,33.69
1/7/2015 16:00:00,33.3
1/8/2015 16:00:00,33.69
1/9/2015 16:00:00,32.27
1/12/2015 16:00:00,33.77
1/13/2015 16:00:00,32.77
1/14/2015 16:00:00,36.21
1/15/2015 16:00:00,34.46
1/16/2015 16:00:00,36.35
1/20/2015 16:00:00,36.07
1/21/2015 16:00:00,36.84
1/22/2015 16:00:00,37.12
1/23/2015 16:00:00,37.4
1/26/2015 16:00:00,38.16
1/27/2015 16:00:00,38.28
1/28/2015 16:00:00,37.61
1/29/2015 16:00:00,36.27
1/30/2015 16:00:00,35.25
2/2/2015 16:00:00,36.83
2/3/2015 16:00:00,37.5
2/4/2015 16:00:00,36.63
2/5/2015 16:00:00,36.7
2/6/2015 16:00:00,36.76
2/9/2015 16:00:00,37.18
2/10/2015 16:00:00,38.04
2/11/2015 16:00:00,37.52
2/12/2015 16:00:00,37.25
2/13/2015 16:00:00,37.35
2/17/2015 16:00:00,37.36
2/18/2015 16:00:00,37.5
2/19/2015 16:00:00,37.53
2/20/2015 16:00:00,37.49
2/23/2015 16:00:00,37.35
2/24/2015 16:00:00,37.14
2/25/2015 16:00:00,37.28
2/26/2015 16:00:00,37.03
2/27/2015 16:00:00,36.97
3/2/2015 16:00:00,38.67
3/3/2015 16:00:00,38.68
3/4/2015 16:00:00,40.03
3/5/2015 16:00:00,40
3/6/2015 16:00:00,40.16
3/9/2015 16:00:00,40.83
3/10/2015 16:00:00,40.65
3/11/2015 16:00:00,39.48
3/12/2015 16:00:00,39.68
3/13/2015 16:00:00,40.7
3/16/2015 16:00:00,41.09
3/17/2015 16:00:00,40.91
3/18/2015 16:00:00,41.12
3/19/2015 16:00:00,40.79
3/20/2015 16:00:00,40.92
3/23/2015 16:00:00,41.34
3/24/2015 16:00:00,40.91
3/25/2015 16:00:00,39.81
3/26/2015 16:00:00,38.79
3/27/2015 16:00:00,38.36
3/30/2015 16:00:00,37.69
3/31/2015 16:00:00,37.96
4/1/2015 16:00:00,37.78
4/2/2015 16:00:00,38.2
4/6/2015 16:00:00,38.37
4/7/2015 16:00:00,37.98
4/8/2015 16:00:00,38.71
4/9/2015 16:00:00,39.99
4/10/2015 16:00:00,40.4
4/13/2015 16:00:00,40.42
4/14/2015 16:00:00,40.4
4/15/2015 16:00:00,40.89
4/16/2015 16:00:00,40.94
4/17/2015 16:00:00,39.66
4/20/2015 16:00:00,40.32
4/21/2015 16:00:00,40.08
4/22/2015 16:00:00,40.24
4/23/2015 16:00:00,40.32
4/24/2015 16:00:00,40.71
4/27/2015 16:00:00,40.28
4/28/2015 16:00:00,40.39
4/29/2015 16:00:00,39.33
4/30/2015 16:00:00,38.54
5/1/2015 16:00:00,39.17
5/4/2015 16:00:00,40.12
5/5/2015 16:00:00,40.02
5/6/2015 16:00:00,39.13
5/7/2015 16:00:00,39.51
5/8/2015 16:00:00,40.19
5/11/2015 16:00:00,39.76
5/12/2015 16:00:00,39.05
5/13/2015 16:00:00,39.2
5/14/2015 16:00:00,39.17
5/15/2015 16:00:00,40.06
5/18/2015 16:00:00,40.24
5/19/2015 16:00:00,40.31
5/20/2015 16:00:00,40.14
5/21/2015 16:00:00,40.77
5/22/2015 16:00:00,40.8
5/26/2015 16:00:00,40.18
5/27/2015 16:00:00,39.47
5/28/2015 16:00:00,40.92
5/29/2015 16:00:00,43.41
6/1/2015 16:00:00,43.47
6/2/2015 16:00:00,43.97
6/3/2015 16:00:00,43.72
6/4/2015 16:00:00,44.02
6/5/2015 16:00:00,44.14
6/8/2015 16:00:00,43.05
6/9/2015 16:00:00,42.9
6/10/2015 16:00:00,42.85
6/11/2015 16:00:00,43
6/12/2015 16:00:00,42.96
6/15/2015 16:00:00,42.52
6/16/2015 16:00:00,42.51
6/17/2015 16:00:00,43.03
6/18/2015 16:00:00,43.19
6/19/2015 16:00:00,43.09
6/22/2015 16:00:00,43.89
6/23/2015 16:00:00,44.36
6/24/2015 16:00:00,44.55
6/25/2015 16:00:00,43.66
6/26/2015 16:00:00,44.04
6/29/2015 16:00:00,42.77
6/30/2015 16:00:00,42.96
7/1/2015 16:00:00,44.12
7/2/2015 16:00:00,43.56
7/6/2015 16:00:00,44.32
7/7/2015 16:00:00,46.03
7/8/2015 16:00:00,45.74
7/9/2015 16:00:00,46.9
7/10/2015 16:00:00,46.96
7/13/2015 16:00:00,47.35
7/14/2015 16:00:00,46.73
7/15/2015 16:00:00,46.42
7/16/2015 16:00:00,47.23
7/17/2015 16:00:00,46.67
7/20/2015 16:00:00,46.83
7/21/2015 16:00:00,46.94
7/22/2015 16:00:00,47.2
7/23/2015 16:00:00,46.94
7/24/2015 16:00:00,45.49
7/27/2015 16:00:00,45.32
7/28/2015 16:00:00,45.28
7/29/2015 16:00:00,45.87
7/30/2015 16:00:00,46.16
7/31/2015 16:00:00,45.85
8/3/2015 16:00:00,44.95
8/4/2015 16:00:00,45.57
8/5/2015 16:00:00,46.39
8/6/2015 16:00:00,45.35
8/7/2015 16:00:00,45.17
8/10/2015 16:00:00,45.81
8/11/2015 16:00:00,45.72
8/12/2015 16:00:00,45.62
8/13/2015 16:00:00,46.1
8/14/2015 16:00:00,47.44
8/17/2015 16:00:00,46.95
8/18/2015 16:00:00,46.99
8/19/2015 16:00:00,46.45
8/20/2015 16:00:00,45.23
8/21/2015 16:00:00,44.83
8/24/2015 16:00:00,42.96
8/25/2015 16:00:00,43.89
8/26/2015 16:00:00,45.36
8/27/2015 16:00:00,46.2
8/28/2015 16:00:00,42.49
8/31/2015 16:00:00,42.48
9/1/2015 16:00:00,41.18
9/2/2015 16:00:00,41.81
9/3/2015 16:00:00,41.71
9/4/2015 16:00:00,41.25
9/8/2015 16:00:00,41.79
9/9/2015 16:00:00,41.79
9/10/2015 16:00:00,42.35
9/11/2015 16:00:00,42.78
9/14/2015 16:00:00,43.17
9/15/2015 16:00:00,43
9/16/2015 16:00:00,43.98
9/17/2015 16:00:00,43.61
9/18/2015 16:00:00,42.27
9/21/2015 16:00:00,41.72
9/22/2015 16:00:00,41.35
9/23/2015 16:00:00,41.08
9/24/2015 16:00:00,41.2
9/25/2015 16:00:00,41
9/28/2015 16:00:00,40.3
9/29/2015 16:00:00,40.43
9/30/2015 16:00:00,41.21
10/1/2015 16:00:00,40.52
10/2/2015 16:00:00,41.5
10/5/2015 16:00:00,42.48
10/6/2015 16:00:00,43.34
10/7/2015 16:00:00,43.44
10/8/2015 16:00:00,43.98
10/9/2015 16:00:00,44.41
10/12/2015 16:00:00,43.94
10/13/2015 16:00:00,43.52
10/14/2015 16:00:00,43.05
10/15/2015 16:00:00,43.93
10/16/2015 16:00:00,44.46
10/19/2015 16:00:00,44.72
10/20/2015 16:00:00,45.1
10/21/2015 16:00:00,46.04
10/22/2015 16:00:00,46.98
10/23/2015 16:00:00,45.35
10/26/2015 16:00:00,44.67
10/27/2015 16:00:00,44.25
10/28/2015 16:00:00,45.55
10/29/2015 16:00:00,45.71
10/30/2015 16:00:00,46.07
11/2/2015 16:00:00,46.18
11/3/2015 16:00:00,46.75
11/4/2015 16:00:00,46.85
11/5/2015 16:00:00,46.94
11/6/2015 16:00:00,46.82
11/9/2015 16:00:00,45.5
11/10/2015 16:00:00,45.94
11/11/2015 16:00:00,44.58
11/12/2015 16:00:00,44.53
11/13/2015 16:00:00,37.18
11/16/2015 16:00:00,38.09
11/17/2015 16:00:00,37.16
11/18/2015 16:00:00,37.81
11/19/2015 16:00:00,38.46
11/20/2015 16:00:00,39.26
11/23/2015 16:00:00,37.61
11/24/2015 16:00:00,37.91
11/25/2015 16:00:00,36.64
11/27/2015 16:00:00,36.01
11/30/2015 16:00:00,35.03
12/1/2015 16:00:00,34.7
12/2/2015 16:00:00,33.87
12/3/2015 16:00:00,32.78
12/4/2015 16:00:00,33.3
12/7/2015 16:00:00,33.07
12/8/2015 16:00:00,33.74
12/9/2015 16:00:00,32.44
12/10/2015 16:00:00,32.01
12/11/2015 16:00:00,30
12/14/2015 16:00:00,30.27
12/15/2015 16:00:00,30.54
12/16/2015 16:00:00,30.56
12/17/2015 16:00:00,29.05
12/18/2015 16:00:00,28.76
12/21/2015 16:00:00,28.75
12/22/2015 16:00:00,28.6
12/23/2015 16:00:00,28.75
12/24/2015 16:00:00,28.37
12/28/2015 16:00:00,28.47
12/29/2015 16:00:00,28.43
12/30/2015 16:00:00,28.48
12/31/2015 16:00:00,28.04
1/4/2016 16:00:00,28.31
1/5/2016 16:00:00,28.77
1/6/2016 16:00:00,28.37
1/7/2016 16:00:00,28.45
1/8/2016 16:00:00,28.37
1/11/2016 16:00:00,29.38
1/12/2016 16:00:00,27.88
1/13/2016 16:00:00,26.94
1/14/2016 16:00:00,25.58
1/15/2016 16:00:00,25.64
1/19/2016 16:00:00,25.51
1/20/2016 16:00:00,25.19
1/21/2016 16:00:00,25.29
1/22/2016 16:00:00,25.67
1/25/2016 16:00:00,25.06
1/26/2016 16:00:00,26.06
1/27/2016 16:00:00,26.15
1/28/2016 16:00:00,25.71
1/29/2016 16:00:00,26.21
2/1/2016 16:00:00,26.81
2/2/2016 16:00:00,25.92
2/3/2016 16:00:00,26.17
2/4/2016 16:00:00,27.01
2/5/2016 16:00:00,26.83
2/8/2016 16:00:00,27.89
2/9/2016 16:00:00,27.12
2/10/2016 16:00:00,26.65
2/11/2016 16:00:00,26.67
2/12/2016 16:00:00,26.98
2/16/2016 16:00:00,28
2/17/2016 16:00:00,28.74
2/18/2016 16:00:00,29.24
2/19/2016 16:00:00,28.19
2/22/2016 16:00:00,29.21
2/23/2016 16:00:00,29.44
2/24/2016 16:00:00,29.89
2/25/2016 16:00:00,29.96
2/26/2016 16:00:00,30.54
2/29/2016 16:00:00,30.82
3/1/2016 16:00:00,30.94
3/2/2016 16:00:00,31.29
3/3/2016 16:00:00,32.71
3/4/2016 16:00:00,31.23
3/7/2016 16:00:00,30.74
3/8/2016 16:00:00,30.12
3/9/2016 16:00:00,31.29
3/10/2016 16:00:00,30.44
3/11/2016 16:00:00,30.75
3/14/2016 16:00:00,31.66
3/15/2016 16:00:00,30.78
3/16/2016 16:00:00,31.91
3/17/2016 16:00:00,31.36
3/18/2016 16:00:00,30.83
3/21/2016 16:00:00,30.85
3/22/2016 16:00:00,30.18
3/23/2016 16:00:00,30.37
3/24/2016 16:00:00,30.27
3/28/2016 16:00:00,30.09
3/29/2016 16:00:00,31.51
3/30/2016 16:00:00,31.76
3/31/2016 16:00:00,31.73
4/1/2016 16:00:00,31.34
4/4/2016 16:00:00,30.93
4/5/2016 16:00:00,30.29
4/6/2016 16:00:00,30.09
4/7/2016 16:00:00,29.12
4/8/2016 16:00:00,29.49
4/11/2016 16:00:00,29.88
4/12/2016 16:00:00,30.09
4/13/2016 16:00:00,31.47
4/14/2016 16:00:00,31.65
4/15/2016 16:00:00,31.79
4/18/2016 16:00:00,32.21
4/19/2016 16:00:00,32.45
4/20/2016 16:00:00,32.89
4/21/2016 16:00:00,32.31
4/22/2016 16:00:00,32.8
4/25/2016 16:00:00,32.8
4/26/2016 16:00:00,33.32
4/27/2016 16:00:00,33.38
4/28/2016 16:00:00,32.9
4/29/2016 16:00:00,32.8
5/2/2016 16:00:00,32.36
5/3/2016 16:00:00,31.3
5/4/2016 16:00:00,30.74
5/5/2016 16:00:00,30.11
5/6/2016 16:00:00,30.09
5/9/2016 16:00:00,30.19
5/10/2016 16:00:00,30.52
5/11/2016 16:00:00,29.2
5/12/2016 16:00:00,29.1
5/13/2016 16:00:00,28.73
5/16/2016 16:00:00,29.02
5/17/2016 16:00:00,28.46
5/18/2016 16:00:00,28.03
5/19/2016 16:00:00,28.55
5/20/2016 16:00:00,28.48
5/23/2016 16:00:00,28.47
5/24/2016 16:00:00,28.7
5/25/2016 16:00:00,29.73
5/26/2016 16:00:00,29.98
5/27/2016 16:00:00,28.8
5/31/2016 16:00:00,29.1
6/1/2016 16:00:00,28.95
6/2/2016 16:00:00,28.89
6/3/2016 16:00:00,28.63
6/6/2016 16:00:00,28.47
6/7/2016 16:00:00,28.46
6/8/2016 16:00:00,28.23
6/9/2016 16:00:00,27.27
6/10/2016 16:00:00,26.53
6/13/2016 16:00:00,26.03
6/14/2016 16:00:00,25.73
6/15/2016 16:00:00,26.13
6/16/2016 16:00:00,25.93
6/17/2016 16:00:00,26.15
6/20/2016 16:00:00,26.4
6/21/2016 16:00:00,25.84
6/22/2016 16:00:00,26
6/23/2016 16:00:00,26.33
6/24/2016 16:00:00,25.34
6/27/2016 16:00:00,25.5
6/28/2016 16:00:00,26.05
6/29/2016 16:00:00,26.41
6/30/2016 16:00:00,26.58
7/1/2016 16:00:00,27.06
7/5/2016 16:00:00,26.3
7/6/2016 16:00:00,26.47
7/7/2016 16:00:00,26.33
7/8/2016 16:00:00,27.37
7/11/2016 16:00:00,28.45
7/12/2016 16:00:00,28.74
7/13/2016 16:00:00,28.85
7/14/2016 16:00:00,28.62
7/15/2016 16:00:00,27.99
7/18/2016 16:00:00,30.19
7/19/2016 16:00:00,30.19
7/20/2016 16:00:00,31.12
7/21/2016 16:00:00,31.01
7/22/2016 16:00:00,30.81
7/25/2016 16:00:00,30.88
7/26/2016 16:00:00,31.25
7/27/2016 16:00:00,31.32
7/28/2016 16:00:00,31.17
7/29/2016 16:00:00,30.95
8/1/2016 16:00:00,30.35
8/2/2016 16:00:00,29.24
8/3/2016 16:00:00,29.64
8/4/2016 16:00:00,29.66
8/5/2016 16:00:00,30.04
8/8/2016 16:00:00,29.79
8/9/2016 16:00:00,29.63
8/10/2016 16:00:00,30.15
8/11/2016 16:00:00,31.11
8/12/2016 16:00:00,31.35
8/15/2016 16:00:00,31.73
8/16/2016 16:00:00,31.17
8/17/2016 16:00:00,30.82
8/18/2016 16:00:00,31.17
8/19/2016 16:00:00,31.72
8/22/2016 16:00:00,31.46
8/23/2016 16:00:00,32.09
8/24/2016 16:00:00,31.71
8/25/2016 16:00:00,32.16
8/26/2016 16:00:00,28.74
8/29/2016 16:00:00,28.97
8/30/2016 16:00:00,28.49
8/31/2016 16:00:00,28.39
9/1/2016 16:00:00,28.03
9/2/2016 16:00:00,28.39
9/6/2016 16:00:00,28.37
9/7/2016 16:00:00,28.13
9/8/2016 16:00:00,27.78
9/9/2016 16:00:00,27.18
9/12/2016 16:00:00,27.04
9/13/2016 16:00:00,26.99
9/14/2016 16:00:00,27.03
9/15/2016 16:00:00,27.25
9/16/2016 16:00:00,27.09
9/19/2016 16:00:00,27.9
9/20/2016 16:00:00,27.72
9/21/2016 16:00:00,28.13
9/22/2016 16:00:00,28.27
9/23/2016 16:00:00,28.19
9/26/2016 16:00:00,27.64
9/27/2016 16:00:00,27.43
9/28/2016 16:00:00,27.49
9/29/2016 16:00:00,27.14
9/30/2016 16:00:00,27.59
10/3/2016 16:00:00,27.78
10/4/2016 16:00:00,27.13
10/5/2016 16:00:00,27.2
10/6/2016 16:00:00,26.68
10/7/2016 16:00:00,26.68
10/10/2016 16:00:00,26.83
10/11/2016 16:00:00,26.05
10/12/2016 16:00:00,26.12
10/13/2016 16:00:00,25.47
10/14/2016 16:00:00,25.38
10/17/2016 16:00:00,24.7
10/18/2016 16:00:00,24.82
10/19/2016 16:00:00,25
10/20/2016 16:00:00,25.11
10/21/2016 16:00:00,25.01
10/24/2016 16:00:00,25.14
10/25/2016 16:00:00,24.75
10/26/2016 16:00:00,24.77
10/27/2016 16:00:00,23.99
10/28/2016 16:00:00,23.9
10/31/2016 16:00:00,24.05
11/1/2016 16:00:00,23.56
11/2/2016 16:00:00,20.93
11/3/2016 16:00:00,20.83
11/4/2016 16:00:00,20.73
11/7/2016 16:00:00,21.24
11/8/2016 16:00:00,20.91
11/9/2016 16:00:00,21.53
11/10/2016 16:00:00,21.87
11/11/2016 16:00:00,22.32
11/14/2016 16:00:00,22.99
11/15/2016 16:00:00,22.65
11/16/2016 16:00:00,23.06
11/17/2016 16:00:00,23.46
11/18/2016 16:00:00,23.46
11/21/2016 16:00:00,23.46
11/22/2016 16:00:00,24.11
11/23/2016 16:00:00,26.06
11/25/2016 16:00:00,25.82
11/28/2016 16:00:00,25.15
11/29/2016 16:00:00,24.49
11/30/2016 16:00:00,24.69
12/1/2016 16:00:00,24.64
12/2/2016 16:00:00,24.27
12/5/2016 16:00:00,24.52
12/6/2016 16:00:00,24.89
12/7/2016 16:00:00,25.94
12/8/2016 16:00:00,25.97
12/9/2016 16:00:00,26.02
12/12/2016 16:00:00,26.42
12/13/2016 16:00:00,26.39
12/14/2016 16:00:00,25.28
12/15/2016 16:00:00,25.34
12/16/2016 16:00:00,25.42
12/19/2016 16:00:00,25.9
12/20/2016 16:00:00,26.12
12/21/2016 16:00:00,26.39
12/22/2016 16:00:00,25.06
12/23/2016 16:00:00,25.41
12/27/2016 16:00:00,25.95
12/28/2016 16:00:00,25.27
12/29/2016 16:00:00,25.34
12/30/2016 16:00:00,25.26
1/3/2017 16:00:00,25.37
1/4/2017 16:00:00,25.92
1/5/2017 16:00:00,25
1/6/2017 16:00:00,24.52
1/9/2017 16:00:00,24.49
1/10/2017 16:00:00,24.64
1/11/2017 16:00:00,24.61
1/12/2017 16:00:00,24.72
1/13/2017 16:00:00,22.73
1/17/2017 16:00:00,23.34
1/18/2017 16:00:00,23.49
1/19/2017 16:00:00,23.31
1/20/2017 16:00:00,23.58
1/23/2017 16:00:00,23.93
1/24/2017 16:00:00,23.87
1/25/2017 16:00:00,24.17
1/26/2017 16:00:00,24.22
1/27/2017 16:00:00,24.31
1/30/2017 16:00:00,24.18
1/31/2017 16:00:00,24.49
2/1/2017 16:00:00,24.3
2/2/2017 16:00:00,24.38
2/3/2017 16:00:00,24.74
2/6/2017 16:00:00,24.68
2/7/2017 16:00:00,24.63
2/8/2017 16:00:00,24.79
2/9/2017 16:00:00,25.39
2/10/2017 16:00:00,25.66
2/13/2017 16:00:00,25.37
2/14/2017 16:00:00,25.74
2/15/2017 16:00:00,25.78
2/16/2017 16:00:00,25.42
2/17/2017 16:00:00,25.57
2/21/2017 16:00:00,26.22
2/22/2017 16:00:00,26.26
2/23/2017 16:00:00,25.56
2/24/2017 16:00:00,26.28
2/27/2017 16:00:00,26.52
2/28/2017 16:00:00,24.44
3/1/2017 16:00:00,24.48
3/2/2017 16:00:00,24.98
3/3/2017 16:00:00,25.28
3/6/2017 16:00:00,24.91
3/7/2017 16:00:00,24.67
3/8/2017 16:00:00,25
3/9/2017 16:00:00,25
3/10/2017 16:00:00,25.18
3/13/2017 16:00:00,24.19
3/14/2017 16:00:00,24.56
3/15/2017 16:00:00,24.67
3/16/2017 16:00:00,24.26
3/17/2017 16:00:00,24.64
3/20/2017 16:00:00,23.88
3/21/2017 16:00:00,24.01
3/22/2017 16:00:00,24.09
3/23/2017 16:00:00,23.96
3/24/2017 16:00:00,20.7
3/27/2017 16:00:00,20.85
3/28/2017 16:00:00,21.72
3/29/2017 16:00:00,21.95
3/30/2017 16:00:00,22.46
3/31/2017 16:00:00,22.55
4/3/2017 16:00:00,22
4/4/2017 16:00:00,21.98
4/5/2017 16:00:00,21.76
4/6/2017 16:00:00,21.84
4/7/2017 16:00:00,21.66
4/10/2017 16:00:00,21.88
